txn_id,ts,bank,upi_app,amount,status,failure_reason,processing_ms,retry,refund_time_min
T0002382,1764117720,Kotak,AmazonPay,43.36,SUCCESS,,309,N,
T0002383,1764529560,Kotak,PhonePe,20.11,SUCCESS,,390,N,
T0002384,1764413940,ICICI Bank,Paytm,44.0,SUCCESS,,267,N,
T0002385,1764181620,HDFC Bank,AmazonPay,26.43,SUCCESS,,436,N,
T0002386,1764192840,Kotak,BankApp,20.81,SUCCESS,,374,N,
T0002387,1764185580,HDFC Bank,PhonePe,15.9,SUCCESS,,317,N,
T0002388,1764108060,ICICI Bank,Paytm,47.27,SUCCESS,,279,N,
T0002389,1764085260,Axis Bank,Paytm,29.53,SUCCESS,,656,N,
T0002390,1764455220,Kotak,BankApp,20.02,SUCCESS,,170,N,
T0002391,1764073980,SBI,Paytm,24.43,SUCCESS,,306,N,
T0002392,1764544980,HDFC Bank,AmazonPay,19.83,FAILED,unknown_error,369,N,
T0002393,1764341160,Axis Bank,BankApp,45.96,SUCCESS,,639,N,
T0002394,1764014760,Kotak,GooglePay,35.23,SUCCESS,,296,N,
T0002395,1764150540,HDFC Bank,PhonePe,19.25,SUCCESS,,560,N,
T0002396,1764100080,Axis Bank,PhonePe,19.92,SUCCESS,,353,N,
T0002397,1764543000,Kotak,GooglePay,25.69,SUCCESS,,267,N,
T0002398,1764073560,ICICI Bank,GooglePay,39.18,SUCCESS,,288,N,
T0002399,1764234840,SBI,PhonePe,36.44,SUCCESS,,372,N,
T0002400,1764347640,ICICI Bank,AmazonPay,20.66,FAILED,insufficient_balance,503,N,
T0002401,1763960940,Kotak,GooglePay,28.3,SUCCESS,,203,N,
T0002402,1764286200,Axis Bank,BankApp,27.79,FAILED,bank_timeout,457,N,
T0002403,1763984280,Kotak,GooglePay,29.79,SUCCESS,,475,N,
T0002404,1764016140,Kotak,Paytm,52.59,FAILED,daily_limit_exceeded,208,Y,
T0002405,1764039840,Axis Bank,AmazonPay,27.93,SUCCESS,,299,N,
T0002406,1764139920,HDFC Bank,AmazonPay,14.76,SUCCESS,,455,N,
T0002407,1764126480,Axis Bank,Paytm,12.77,SUCCESS,,608,N,
T0002408,1764287520,SBI,PhonePe,13.95,SUCCESS,,729,N,
T0002409,1764463680,Kotak,Paytm,40.61,FAILED,gateway_timeout,199,Y,
T0002410,1764546300,Axis Bank,GooglePay,26.71,SUCCESS,,392,N,
T0002411,1764105420,ICICI Bank,Paytm,24.53,SUCCESS,,294,N,
T0002412,1764433500,SBI,Paytm,38.72,SUCCESS,,293,N,
T0002413,1764527220,Axis Bank,Paytm,45.94,FAILED,gateway_timeout,608,Y,
T0002414,1764472260,HDFC Bank,Paytm,25.99,SUCCESS,,81,N,
T0002415,1764444720,Axis Bank,Paytm,26.32,SUCCESS,,505,N,
T0002416,1764279420,Kotak,AmazonPay,50.03,SUCCESS,,140,N,
T0002417,1764273420,SBI,PhonePe,22.26,SUCCESS,,237,N,
T0002418,1764101100,ICICI Bank,AmazonPay,34.59,SUCCESS,,269,N,
T0002419,1764106440,Axis Bank,BankApp,31.18,SUCCESS,,294,N,
T0002420,1764540120,Axis Bank,GooglePay,41.17,SUCCESS,,297,N,
T0002421,1764199800,SBI,AmazonPay,18.59,SUCCESS,,491,N,
T0002422,1764068340,HDFC Bank,PhonePe,35.42,FAILED,insufficient_balance,323,N,
T0002423,1764013260,ICICI Bank,Paytm,42.85,FAILED,daily_limit_exceeded,234,Y,
T0002424,1764181620,Axis Bank,BankApp,28.83,SUCCESS,,503,N,
T0002425,1764284520,ICICI Bank,GooglePay,21.72,SUCCESS,,318,N,
T0002426,1764108780,Kotak,PhonePe,45.41,SUCCESS,,484,N,
T0002427,1764231240,Kotak,PhonePe,15.03,SUCCESS,,40,N,
T0002428,1764531480,SBI,Paytm,29.32,SUCCESS,,377,N,
T0002429,1764352980,Axis Bank,BankApp,34.57,SUCCESS,,561,N,
T0002430,1764188580,Axis Bank,BankApp,17.03,SUCCESS,,283,N,
T0002431,1764096240,SBI,BankApp,52.11,FAILED,daily_limit_exceeded,132,Y,
T0002432,1764362160,HDFC Bank,AmazonPay,33.05,SUCCESS,,166,N,
T0002433,1764447900,HDFC Bank,AmazonPay,54.06,SUCCESS,,427,N,
T0002434,1764308640,Axis Bank,Paytm,25.59,SUCCESS,,428,N,
T0002435,1764450240,HDFC Bank,PhonePe,48.68,SUCCESS,,221,N,
T0002436,1764244860,SBI,AmazonPay,23.69,SUCCESS,,401,N,
T0002437,1764276180,HDFC Bank,PhonePe,19.62,SUCCESS,,221,N,
T0002438,1764326400,HDFC Bank,Paytm,17.04,SUCCESS,,327,N,
T0002439,1764543720,ICICI Bank,BankApp,22.84,SUCCESS,,341,N,
T0002440,1764193440,Axis Bank,PhonePe,32.53,SUCCESS,,479,N,
T0002441,1764105240,Axis Bank,PhonePe,48.49,FAILED,bank_timeout,474,N,
T0002442,1764370320,SBI,GooglePay,49.49,SUCCESS,,549,N,
T0002443,1764275160,Kotak,PhonePe,25.45,SUCCESS,,149,N,
T0002444,1764534840,Kotak,PhonePe,50.42,SUCCESS,,312,N,
T0002445,1764353400,Kotak,GooglePay,37.81,SUCCESS,,419,N,
T0002446,1764009600,ICICI Bank,GooglePay,27.03,SUCCESS,,88,N,
T0002447,1764454320,Axis Bank,BankApp,25.94,SUCCESS,,460,N,
T0002448,1764250500,Kotak,PhonePe,19.66,SUCCESS,,503,N,
T0002449,1764367560,Axis Bank,BankApp,27.86,SUCCESS,,472,N,
T0002450,1764347940,Axis Bank,BankApp,17.07,SUCCESS,,220,N,
T0002451,1764011040,ICICI Bank,GooglePay,24.9,SUCCESS,,233,N,
T0002452,1764027660,Kotak,Paytm,39.3,SUCCESS,,132,N,
T0002453,1764543000,Axis Bank,BankApp,45.79,SUCCESS,,208,N,
T0002454,1764279960,Kotak,PhonePe,41.14,SUCCESS,,444,N,
T0002455,1764366180,Kotak,Paytm,47.98,FAILED,bank_timeout,452,N,
T0002456,1764279360,Axis Bank,AmazonPay,12.43,SUCCESS,,205,N,
T0002457,1764232080,HDFC Bank,AmazonPay,31.68,SUCCESS,,248,N,
T0002458,1764444540,Axis Bank,GooglePay,16.08,SUCCESS,,394,N,
T0002459,1764407520,Axis Bank,Paytm,32.16,SUCCESS,,503,N,
T0002460,1764451440,Kotak,PhonePe,19.94,SUCCESS,,315,N,
T0002461,1764527640,Axis Bank,BankApp,25.69,SUCCESS,,273,N,
T0002462,1764021120,Axis Bank,BankApp,42.72,SUCCESS,,373,N,
T0002463,1764095940,Axis Bank,GooglePay,30.21,SUCCESS,,393,N,
T0002464,1764271260,HDFC Bank,Paytm,37.08,SUCCESS,,444,N,
T0002465,1764439980,HDFC Bank,BankApp,40.63,SUCCESS,,329,N,
T0002466,1764532140,ICICI Bank,AmazonPay,42.91,SUCCESS,,326,N,
T0002467,1764471120,ICICI Bank,PhonePe,43.62,SUCCESS,,252,N,
T0002468,1764275580,HDFC Bank,BankApp,29.16,SUCCESS,,508,N,
T0002469,1764029820,ICICI Bank,GooglePay,15.56,SUCCESS,,477,N,
T0002470,1764055440,HDFC Bank,GooglePay,12.55,SUCCESS,,464,N,
T0002471,1764329760,SBI,GooglePay,13.99,SUCCESS,,151,N,
T0002472,1764279000,HDFC Bank,BankApp,17.06,SUCCESS,,464,N,
T0002473,1764110760,ICICI Bank,Paytm,22.06,SUCCESS,,451,N,
T0002474,1764530220,ICICI Bank,GooglePay,26.88,FAILED,network_issue,616,N,
T0002475,1764446160,ICICI Bank,Paytm,19.28,FAILED,bank_timeout,384,N,
T0002476,1764353940,Kotak,GooglePay,40.47,SUCCESS,,200,N,
T0002477,1764276420,SBI,Paytm,33.1,FAILED,bank_timeout,399,N,
T0002478,1764403980,HDFC Bank,GooglePay,32.22,SUCCESS,,385,N,
T0002479,1764023460,HDFC Bank,GooglePay,18.72,SUCCESS,,108,N,
T0002480,1764519360,Kotak,Paytm,24.58,SUCCESS,,434,N,
T0002481,1764180480,HDFC Bank,Paytm,12.47,SUCCESS,,511,N,
T0002482,1764281100,Kotak,BankApp,43.2,SUCCESS,,448,N,
T0002483,1764282240,SBI,AmazonPay,39.53,SUCCESS,,382,N,
T0002484,1764456000,ICICI Bank,Paytm,23.21,FAILED,network_issue,61,N,
T0002485,1764355020,ICICI Bank,AmazonPay,31.69,SUCCESS,,458,N,
T0002486,1764197880,ICICI Bank,PhonePe,41.96,SUCCESS,,453,N,
T0002487,1764414360,Kotak,GooglePay,15.01,FAILED,network_issue,536,N,
T0002488,1764372540,SBI,GooglePay,33.53,SUCCESS,,224,N,
T0002489,1764183060,ICICI Bank,AmazonPay,51.67,SUCCESS,,228,N,
T0002490,1764096900,Axis Bank,Paytm,38.85,SUCCESS,,279,N,
T0002491,1764285420,ICICI Bank,PhonePe,44.93,SUCCESS,,399,N,
T0002492,1764333840,Kotak,PhonePe,49.94,SUCCESS,,425,N,
T0002493,1763992680,HDFC Bank,BankApp,34.89,SUCCESS,,230,N,
T0002494,1764277500,ICICI Bank,AmazonPay,28.47,SUCCESS,,293,N,
T0002495,1764045720,Axis Bank,Paytm,45.02,SUCCESS,,401,N,
T0002496,1764364320,SBI,AmazonPay,27.45,SUCCESS,,229,N,
T0002497,1764539580,SBI,GooglePay,10.88,SUCCESS,,445,N,
T0002498,1764278640,Kotak,GooglePay,50.22,SUCCESS,,570,N,
T0002499,1764425880,HDFC Bank,BankApp,11.82,SUCCESS,,89,N,
T0002500,1764365700,ICICI Bank,PhonePe,26.86,SUCCESS,,282,N,
T0002501,1764117000,SBI,GooglePay,30.12,SUCCESS,,206,N,
T0002502,1764385800,Kotak,BankApp,36.59,SUCCESS,,302,N,
T0002503,1764020940,SBI,Paytm,38.22,SUCCESS,,323,N,
T0002504,1764284220,Kotak,Paytm,13.15,SUCCESS,,393,N,
T0002505,1763974860,Axis Bank,BankApp,33.91,SUCCESS,,355,N,
T0002506,1764445980,Kotak,GooglePay,30.43,SUCCESS,,515,N,
T0002507,1764191880,HDFC Bank,Paytm,37.21,SUCCESS,,451,N,
T0002508,1764060600,SBI,PhonePe,14.8,SUCCESS,,453,N,
T0002509,1764544380,HDFC Bank,PhonePe,32.71,SUCCESS,,271,N,
T0002510,1764043140,Kotak,AmazonPay,33.66,SUCCESS,,57,N,
T0002511,1764533340,HDFC Bank,GooglePay,47.7,SUCCESS,,387,N,
T0002512,1764416460,HDFC Bank,GooglePay,29.08,SUCCESS,,411,N,
T0002513,1764034200,SBI,GooglePay,18.11,SUCCESS,,502,N,
T0002514,1764360480,HDFC Bank,GooglePay,50.37,SUCCESS,,451,N,
T0002515,1764005220,Axis Bank,Paytm,19.93,SUCCESS,,40,N,
T0002516,1764457020,ICICI Bank,GooglePay,14.9,FAILED,network_issue,486,N,47.0
T0002517,1764532800,SBI,BankApp,42.92,SUCCESS,,185,N,
T0002518,1764367560,Axis Bank,PhonePe,47.77,SUCCESS,,661,N,
T0002519,1764160440,Axis Bank,Paytm,54.37,SUCCESS,,584,N,
T0002520,1764352980,SBI,BankApp,30.92,SUCCESS,,376,N,
T0002521,1764047160,HDFC Bank,PhonePe,29.11,SUCCESS,,289,N,
T0002522,1764439500,Kotak,AmazonPay,16.24,SUCCESS,,427,N,
T0002523,1764282060,SBI,PhonePe,29.23,SUCCESS,,525,N,
T0002524,1763979720,ICICI Bank,AmazonPay,24.21,SUCCESS,,658,N,
T0002525,1764290280,ICICI Bank,GooglePay,15.59,SUCCESS,,459,N,
T0002526,1764049980,HDFC Bank,GooglePay,36.86,SUCCESS,,470,N,
T0002527,1764387180,ICICI Bank,AmazonPay,18.07,SUCCESS,,213,N,
T0002528,1764354960,ICICI Bank,GooglePay,48.11,FAILED,gateway_timeout,311,N,
T0002529,1764275160,HDFC Bank,BankApp,11.65,FAILED,network_issue,320,N,
T0002530,1764016260,Kotak,AmazonPay,23.77,SUCCESS,,287,N,
T0002531,1764412980,HDFC Bank,Paytm,46.52,SUCCESS,,345,N,
T0002532,1764457140,Kotak,PhonePe,43.9,SUCCESS,,453,N,
T0002533,1764505500,Kotak,GooglePay,23.8,SUCCESS,,572,N,
T0002534,1764523080,SBI,BankApp,44.97,FAILED,gateway_timeout,450,Y,
T0002535,1764440640,SBI,BankApp,13.29,SUCCESS,,403,N,
T0002536,1764184620,SBI,Paytm,37.42,SUCCESS,,316,N,
T0002537,1764539580,Axis Bank,Paytm,40.16,FAILED,daily_limit_exceeded,204,N,
T0002538,1764287280,ICICI Bank,GooglePay,23.45,SUCCESS,,315,N,
T0002539,1764531480,SBI,Paytm,31.11,SUCCESS,,336,N,
T0002540,1764446520,ICICI Bank,BankApp,17.16,SUCCESS,,541,N,
T0002541,1764199380,ICICI Bank,BankApp,39.61,FAILED,unknown_error,466,N,
T0002542,1764425580,SBI,PhonePe,38.8,SUCCESS,,394,N,
T0002543,1764204420,SBI,PhonePe,25.45,SUCCESS,,230,N,
T0002544,1764454920,Axis Bank,GooglePay,11.12,FAILED,bank_timeout,260,N,
T0002545,1764465180,SBI,Paytm,50.46,SUCCESS,,286,N,
T0002546,1764158460,HDFC Bank,PhonePe,14.18,SUCCESS,,114,N,
T0002547,1763964000,Kotak,PhonePe,41.2,SUCCESS,,737,N,
T0002548,1764267300,HDFC Bank,PhonePe,12.58,SUCCESS,,268,N,
T0002549,1764534300,ICICI Bank,Paytm,21.94,SUCCESS,,213,N,
T0002550,1763984880,ICICI Bank,Paytm,11.83,SUCCESS,,190,N,
T0002551,1764362040,Kotak,BankApp,17.38,SUCCESS,,260,N,
T0002552,1764369780,ICICI Bank,PhonePe,27.29,SUCCESS,,543,N,
T0002553,1764457680,SBI,Paytm,37.09,SUCCESS,,386,N,
T0002554,1764183540,Axis Bank,BankApp,17.21,SUCCESS,,270,N,
T0002555,1764441300,Axis Bank,BankApp,31.66,SUCCESS,,212,N,
T0002556,1764079020,HDFC Bank,Paytm,41.09,SUCCESS,,391,N,
T0002557,1764088920,Axis Bank,BankApp,31.89,SUCCESS,,376,N,
T0002558,1764085080,Kotak,BankApp,16.72,SUCCESS,,223,N,
T0002559,1764362220,HDFC Bank,Paytm,28.7,SUCCESS,,265,N,
T0002560,1764428340,ICICI Bank,AmazonPay,18.31,SUCCESS,,622,N,
T0002561,1764018900,ICICI Bank,Paytm,38.71,SUCCESS,,290,N,
T0002562,1764021000,HDFC Bank,GooglePay,38.25,FAILED,network_issue,356,N,
T0002563,1764183840,SBI,Paytm,44.47,SUCCESS,,249,N,
T0002564,1764169740,Axis Bank,BankApp,29.63,SUCCESS,,494,N,
T0002565,1764127200,SBI,PhonePe,10.49,SUCCESS,,405,N,
T0002566,1764187620,SBI,BankApp,47.68,SUCCESS,,541,N,
T0002567,1764454740,SBI,GooglePay,14.93,SUCCESS,,324,N,
T0002568,1764545400,Axis Bank,BankApp,40.22,SUCCESS,,452,N,
T0002569,1764279720,HDFC Bank,BankApp,14.66,SUCCESS,,211,N,
T0002570,1764363000,HDFC Bank,GooglePay,25.35,SUCCESS,,227,N,
T0002571,1764267300,Axis Bank,GooglePay,33.92,SUCCESS,,112,N,
T0002572,1764363540,Kotak,GooglePay,42.19,SUCCESS,,402,N,
T0002573,1764274980,HDFC Bank,AmazonPay,43.73,FAILED,daily_limit_exceeded,249,N,
T0002574,1764286800,ICICI Bank,AmazonPay,19.46,SUCCESS,,456,N,
T0002575,1763962740,Axis Bank,PhonePe,23.87,SUCCESS,,357,N,
T0002576,1764433920,SBI,BankApp,18.83,SUCCESS,,302,N,
T0002577,1764174840,Kotak,Paytm,49.47,SUCCESS,,216,N,
T0002578,1764546900,Kotak,PhonePe,30.55,SUCCESS,,434,N,
T0002579,1764166680,HDFC Bank,PhonePe,44.96,SUCCESS,,426,N,
T0002580,1764112320,HDFC Bank,PhonePe,36.67,SUCCESS,,228,N,
T0002581,1764261660,ICICI Bank,AmazonPay,21.56,SUCCESS,,507,N,
T0002582,1764103980,ICICI Bank,AmazonPay,12.9,SUCCESS,,493,N,
T0002583,1763960100,Kotak,PhonePe,45.69,SUCCESS,,436,N,
T0002584,1764362520,Kotak,PhonePe,19.45,SUCCESS,,362,N,
T0002585,1764503820,Axis Bank,BankApp,32.22,SUCCESS,,389,N,
T0002586,1764009120,ICICI Bank,GooglePay,31.97,FAILED,insufficient_balance,181,Y,69.0
T0002587,1764537240,ICICI Bank,Paytm,46.83,FAILED,unknown_error,111,N,
T0002588,1764454680,ICICI Bank,GooglePay,35.26,FAILED,daily_limit_exceeded,379,N,
T0002589,1764367560,SBI,Paytm,43.16,FAILED,bank_timeout,504,Y,
T0002590,1764284400,Axis Bank,Paytm,30.08,SUCCESS,,167,N,
T0002591,1764103500,Axis Bank,AmazonPay,28.64,SUCCESS,,391,N,
T0002592,1764451980,Kotak,Paytm,14.95,SUCCESS,,484,N,
T0002593,1764059400,ICICI Bank,AmazonPay,25.71,FAILED,network_issue,399,N,
T0002594,1764026580,HDFC Bank,BankApp,52.5,SUCCESS,,399,N,
T0002595,1764356460,Kotak,PhonePe,22.5,SUCCESS,,274,N,
T0002596,1764326640,Axis Bank,AmazonPay,33.79,SUCCESS,,195,N,
T0002597,1764098820,ICICI Bank,Paytm,17.33,SUCCESS,,552,N,
T0002598,1764384660,Axis Bank,GooglePay,26.01,SUCCESS,,64,N,
T0002599,1764022740,Axis Bank,GooglePay,20.05,SUCCESS,,103,N,
T0002600,1764474600,HDFC Bank,BankApp,12.18,SUCCESS,,250,N,
T0002601,1764094380,HDFC Bank,AmazonPay,13.25,SUCCESS,,462,N,
T0002602,1764197700,Kotak,PhonePe,23.64,SUCCESS,,213,N,
T0002603,1764168120,ICICI Bank,GooglePay,29.38,SUCCESS,,208,N,
T0002604,1764525600,Kotak,BankApp,33.15,SUCCESS,,323,N,
T0002605,1764543660,Kotak,GooglePay,18.25,SUCCESS,,182,N,
T0002606,1764114600,HDFC Bank,GooglePay,33.44,SUCCESS,,178,N,
T0002607,1764481980,ICICI Bank,PhonePe,53.76,SUCCESS,,241,N,
T0002608,1764385800,ICICI Bank,GooglePay,16.73,SUCCESS,,404,N,
T0002609,1764454620,Kotak,GooglePay,40.51,FAILED,daily_limit_exceeded,387,N,
T0002610,1764540360,Axis Bank,PhonePe,23.93,SUCCESS,,581,N,
T0002611,1764007500,ICICI Bank,PhonePe,36.41,SUCCESS,,388,N,
T0002612,1764226620,Kotak,GooglePay,48.53,SUCCESS,,571,N,
T0002613,1764355560,HDFC Bank,GooglePay,50.6,SUCCESS,,256,N,
T0002614,1764420240,HDFC Bank,BankApp,44.64,SUCCESS,,391,N,
T0002615,1764370860,ICICI Bank,GooglePay,42.83,SUCCESS,,476,N,
T0002616,1764239340,Kotak,PhonePe,11.74,SUCCESS,,305,N,
T0002617,1764274380,HDFC Bank,PhonePe,22.33,SUCCESS,,225,N,
T0002618,1764098160,Kotak,GooglePay,38.3,SUCCESS,,444,N,
T0002619,1764529740,SBI,Paytm,11.81,SUCCESS,,338,N,
T0002620,1764094320,HDFC Bank,Paytm,14.72,SUCCESS,,348,N,
T0002621,1764372000,HDFC Bank,GooglePay,28.94,FAILED,unknown_error,592,N,
T0002622,1764289260,Kotak,BankApp,21.32,SUCCESS,,411,N,
T0002623,1764366960,SBI,AmazonPay,26.39,SUCCESS,,204,N,
T0002624,1764439260,Kotak,AmazonPay,31.8,SUCCESS,,481,N,
T0002625,1764439860,HDFC Bank,BankApp,17.41,SUCCESS,,349,N,
T0002626,1764260940,ICICI Bank,BankApp,29.74,SUCCESS,,373,N,
T0002627,1764357360,Kotak,GooglePay,40.9,SUCCESS,,356,N,
T0002628,1763965080,HDFC Bank,BankApp,46.73,SUCCESS,,40,N,
T0002629,1764455700,SBI,PhonePe,42.83,SUCCESS,,374,N,
T0002630,1764425220,Axis Bank,GooglePay,41.28,SUCCESS,,516,N,
T0002631,1764444660,Axis Bank,Paytm,17.7,SUCCESS,,417,N,
T0002632,1764460440,Kotak,Paytm,44.34,SUCCESS,,40,N,
T0002633,1764279540,HDFC Bank,GooglePay,31.42,SUCCESS,,226,N,
T0002634,1764232260,SBI,AmazonPay,45.62,SUCCESS,,363,N,
T0002635,1764008880,HDFC Bank,Paytm,42.99,SUCCESS,,324,N,
T0002636,1764008160,ICICI Bank,Paytm,35.64,SUCCESS,,296,N,
T0002637,1764127740,HDFC Bank,Paytm,15.71,SUCCESS,,479,N,
T0002638,1763997240,ICICI Bank,GooglePay,43.05,SUCCESS,,152,N,
T0002639,1764012060,HDFC Bank,GooglePay,26.72,SUCCESS,,316,N,
T0002640,1764266460,ICICI Bank,GooglePay,22.86,SUCCESS,,363,N,
T0002641,1764449760,Kotak,Paytm,10.47,SUCCESS,,443,N,
T0002642,1764545520,SBI,Paytm,20.66,SUCCESS,,321,N,
T0002643,1764218820,HDFC Bank,GooglePay,48.98,SUCCESS,,542,N,
T0002644,1764113520,ICICI Bank,GooglePay,33.46,SUCCESS,,347,N,
T0002645,1764526620,Kotak,PhonePe,50.6,FAILED,network_issue,254,N,
T0002646,1764197220,HDFC Bank,AmazonPay,33.77,SUCCESS,,267,N,
T0002647,1764034020,Axis Bank,BankApp,28.41,SUCCESS,,316,N,
T0002648,1764251520,Axis Bank,PhonePe,54.69,FAILED,daily_limit_exceeded,290,Y,
T0002649,1764373080,Kotak,Paytm,32.49,SUCCESS,,303,N,
T0002650,1764545340,Axis Bank,AmazonPay,33.29,SUCCESS,,305,N,
T0002651,1764459960,SBI,Paytm,22.0,SUCCESS,,324,N,
T0002652,1764016200,Kotak,PhonePe,44.49,SUCCESS,,396,N,
T0002653,1764260400,Kotak,GooglePay,29.08,SUCCESS,,557,N,
T0002654,1764043440,Kotak,Paytm,39.12,SUCCESS,,203,N,
T0002655,1764375540,SBI,PhonePe,34.93,FAILED,bank_timeout,432,N,
T0002656,1764273780,SBI,PhonePe,46.95,SUCCESS,,256,N,
T0002657,1764115980,SBI,PhonePe,37.42,SUCCESS,,349,N,
T0002658,1764302040,Kotak,AmazonPay,16.63,SUCCESS,,358,N,
T0002659,1764207000,ICICI Bank,BankApp,35.28,SUCCESS,,421,N,
T0002660,1764275640,HDFC Bank,Paytm,37.12,SUCCESS,,358,N,
T0002661,1764538980,Kotak,Paytm,29.39,SUCCESS,,503,N,
T0002662,1764142860,Kotak,GooglePay,25.51,SUCCESS,,318,N,
T0002663,1764122160,ICICI Bank,PhonePe,35.31,SUCCESS,,711,N,
T0002664,1763960820,HDFC Bank,AmazonPay,49.3,SUCCESS,,353,N,
T0002665,1764269400,ICICI Bank,GooglePay,36.48,SUCCESS,,297,N,
T0002666,1764530520,Axis Bank,AmazonPay,37.4,SUCCESS,,556,N,
T0002667,1764367020,SBI,PhonePe,47.26,SUCCESS,,281,N,
T0002668,1764099660,Axis Bank,AmazonPay,31.13,SUCCESS,,440,N,
T0002669,1764065100,HDFC Bank,GooglePay,49.69,SUCCESS,,469,N,
T0002670,1764270000,Axis Bank,Paytm,23.63,FAILED,unknown_error,325,Y,
T0002671,1764514380,Axis Bank,AmazonPay,12.67,SUCCESS,,441,N,
T0002672,1764392100,Axis Bank,BankApp,42.43,SUCCESS,,232,N,
T0002673,1764279780,Kotak,PhonePe,45.28,SUCCESS,,493,N,
T0002674,1764013320,HDFC Bank,AmazonPay,24.98,SUCCESS,,637,N,
T0002675,1764454920,SBI,BankApp,44.46,FAILED,gateway_timeout,286,N,
T0002676,1764221040,ICICI Bank,BankApp,27.78,SUCCESS,,147,N,
T0002677,1764522900,SBI,BankApp,37.33,SUCCESS,,297,N,
T0002678,1764182820,ICICI Bank,GooglePay,16.58,SUCCESS,,333,N,
T0002679,1764505200,Axis Bank,BankApp,41.55,FAILED,gateway_timeout,257,N,
T0002680,1764191400,ICICI Bank,GooglePay,25.92,FAILED,insufficient_balance,173,Y,92.0
T0002681,1764102660,HDFC Bank,Paytm,34.5,SUCCESS,,106,N,
T0002682,1764103920,SBI,Paytm,28.25,SUCCESS,,138,N,
T0002683,1764355620,Kotak,AmazonPay,16.52,FAILED,daily_limit_exceeded,164,N,
T0002684,1764451560,Kotak,PhonePe,54.59,SUCCESS,,216,N,
T0002685,1764127920,SBI,Paytm,30.52,SUCCESS,,305,N,
T0002686,1764500820,Axis Bank,BankApp,44.05,SUCCESS,,300,N,
T0002687,1764448020,HDFC Bank,GooglePay,52.44,SUCCESS,,375,N,
T0002688,1764189720,HDFC Bank,PhonePe,28.3,SUCCESS,,389,N,
T0002689,1764241080,ICICI Bank,AmazonPay,48.61,SUCCESS,,605,N,
T0002690,1764280260,ICICI Bank,Paytm,33.06,SUCCESS,,132,N,
T0002691,1764251160,SBI,PhonePe,44.47,SUCCESS,,393,N,
T0002692,1764277380,Axis Bank,GooglePay,44.02,SUCCESS,,334,N,
T0002693,1764537900,HDFC Bank,PhonePe,19.22,SUCCESS,,362,N,
T0002694,1764367740,ICICI Bank,BankApp,56.23,FAILED,bank_timeout,160,N,
T0002695,1764201120,SBI,PhonePe,19.5,SUCCESS,,290,N,
T0002696,1764009900,ICICI Bank,BankApp,44.64,FAILED,insufficient_balance,362,N,
T0002697,1764445980,ICICI Bank,BankApp,24.13,SUCCESS,,643,N,
T0002698,1764355620,SBI,GooglePay,35.8,FAILED,network_issue,382,N,
T0002699,1764024240,Kotak,Paytm,39.41,SUCCESS,,132,N,
T0002700,1764112200,HDFC Bank,AmazonPay,38.63,SUCCESS,,753,N,
T0002701,1764349440,Axis Bank,GooglePay,18.67,SUCCESS,,323,N,
T0002702,1764271800,Kotak,GooglePay,51.2,SUCCESS,,348,N,
T0002703,1764261240,HDFC Bank,BankApp,32.47,SUCCESS,,256,N,
T0002704,1764535080,HDFC Bank,Paytm,25.71,SUCCESS,,64,N,
T0002705,1764284580,SBI,AmazonPay,48.73,SUCCESS,,421,N,
T0002706,1764010860,Kotak,AmazonPay,40.41,SUCCESS,,90,N,
T0002707,1764111960,HDFC Bank,AmazonPay,46.46,SUCCESS,,358,N,
T0002708,1764099420,ICICI Bank,PhonePe,22.12,SUCCESS,,391,N,
T0002709,1764184800,Kotak,PhonePe,37.57,SUCCESS,,341,N,
T0002710,1764017400,Axis Bank,PhonePe,35.59,SUCCESS,,537,N,
T0002711,1764536160,Kotak,Paytm,37.99,SUCCESS,,144,N,
T0002712,1764284520,Axis Bank,PhonePe,41.95,SUCCESS,,40,N,
T0002713,1764118140,ICICI Bank,Paytm,32.64,SUCCESS,,531,N,
T0002714,1764200580,HDFC Bank,Paytm,35.21,FAILED,daily_limit_exceeded,307,N,
T0002715,1764426300,HDFC Bank,Paytm,41.79,SUCCESS,,383,N,
T0002716,1764332220,Kotak,AmazonPay,30.94,SUCCESS,,533,N,
T0002717,1764281640,Axis Bank,GooglePay,36.95,SUCCESS,,266,N,
T0002718,1763987820,SBI,Paytm,37.7,FAILED,insufficient_balance,311,Y,
T0002719,1764420480,Axis Bank,GooglePay,15.31,SUCCESS,,307,N,
T0002720,1764545760,HDFC Bank,AmazonPay,22.77,SUCCESS,,307,N,
T0002721,1764272580,HDFC Bank,BankApp,26.87,SUCCESS,,162,N,
T0002722,1764448560,Kotak,Paytm,46.67,SUCCESS,,309,N,
T0002723,1764445020,ICICI Bank,Paytm,20.24,FAILED,bank_timeout,416,Y,
T0002724,1764538440,Kotak,GooglePay,36.6,SUCCESS,,401,N,
T0002725,1764124620,HDFC Bank,GooglePay,29.57,SUCCESS,,620,N,
T0002726,1764446760,Axis Bank,AmazonPay,48.35,SUCCESS,,447,N,
T0002727,1764479940,Kotak,BankApp,36.73,FAILED,bank_timeout,336,N,
T0002728,1764073380,Axis Bank,PhonePe,37.04,SUCCESS,,363,N,
T0002729,1764527820,Kotak,PhonePe,36.61,SUCCESS,,249,N,
T0002730,1764185880,SBI,Paytm,28.96,SUCCESS,,317,N,
